component_id,lot_id,component_type,iddq_0h_uA,iddq_24h_uA,early_iddq_change_uA,drift_0_24_uA_per_h,anomaly_score,current_anomaly_level,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,absolute_limit_uA,predicted_limit_margin_uA,upper_limit_margin_uA,predicted_limit_utilization_percent,upper_limit_utilization_percent,prediction_interval_width_uA,predicted_drift_rate,safety_slope,drift_slope_excess,future_drift_risk,risk_score,final_risk_level,final_decision,primary_risk_driver,evidence_summary,screening_category,screening_recommendation,detailed_explanation
C040281,LOT-004,IC_A,9.995,10.286,0.29100000000000037,0.012125,0.0,NONE,14.24654356122668,10.59104647788102,17.90204064457234,50.0,35.75345643877332,32.09795935542766,28.49308712245336,35.80408128914468,7.310994166691321,0.0253068069120635,0.0078669642857142,0.0174398426263492,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C040281 has been classified as MEDIUM risk. Early Iddq changed from 9.99 µA at 0h to 10.29 µA at 24h. The early drift rate is 0.0121 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.25 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.75 µA below the limit. The 90% prediction interval is approximately 10.59 to 17.90 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010434,LOT-001,IC_A,10.243,10.563,0.3200000000000003,0.0133333333333333,0.0,NONE,14.47852655809358,10.82302947474792,18.13402364143924,50.0,35.52147344190642,31.86597635856076,28.957053116187158,36.26804728287848,7.310994166691319,0.0252114676076998,0.0078669642857142,0.0173445033219855,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010434 has been classified as MEDIUM risk. Early Iddq changed from 10.24 µA at 0h to 10.56 µA at 24h. The early drift rate is 0.0133 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.48 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.52 µA below the limit. The 90% prediction interval is approximately 10.82 to 18.13 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C060416,LOT-006,IC_A,10.243,10.465,0.22199999999999953,0.0092499999999999,0.0,NONE,14.447390987248111,10.791893903902452,18.10288807059377,50.0,35.55260901275189,31.89711192940623,28.89478197449622,36.20577614118754,7.310994166691319,0.0250261368288578,0.0078669642857142,0.0171591725431435,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C060416 has been classified as MEDIUM risk. Early Iddq changed from 10.24 µA at 0h to 10.46 µA at 24h. The early drift rate is 0.0092 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.45 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.55 µA below the limit. The 90% prediction interval is approximately 10.79 to 18.10 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030449,LOT-003,IC_A,10.243,10.486,0.24300000000000033,0.010125,0.0,NONE,14.445220119465894,10.789723036120234,18.100717202811555,50.0,35.554779880534106,31.899282797188445,28.890440238931784,36.20143440562311,7.310994166691321,0.0250132149968207,0.0078669642857142,0.0171462507111065,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030449 has been classified as MEDIUM risk. Early Iddq changed from 10.24 µA at 0h to 10.49 µA at 24h. The early drift rate is 0.0101 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.45 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.55 µA below the limit. The 90% prediction interval is approximately 10.79 to 18.10 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C050138,LOT-005,IC_A,10.803,11.267,0.46399999999999864,0.0193333333333332,0.0,NONE,14.999586376116284,11.344089292770624,18.655083459461945,50.0,35.000413623883716,31.344916540538055,29.999172752232568,37.31016691892389,7.310994166691321,0.0249796808102159,0.0078669642857142,0.0171127165245016,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C050138 has been classified as MEDIUM risk. Early Iddq changed from 10.80 µA at 0h to 11.27 µA at 24h. The early drift rate is 0.0193 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 15.00 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.00 µA below the limit. The 90% prediction interval is approximately 11.34 to 18.66 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030473,LOT-003,IC_A,10.643,10.992,0.3490000000000002,0.0145416666666666,0.0,NONE,14.833633494209584,11.178136410863925,18.489130577555244,50.0,35.166366505790414,31.510869422444756,29.667266988419165,36.97826115511049,7.310994166691319,0.0249442469893427,0.0078669642857142,0.0170772827036284,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030473 has been classified as MEDIUM risk. Early Iddq changed from 10.64 µA at 0h to 10.99 µA at 24h. The early drift rate is 0.0145 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.83 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.17 µA below the limit. The 90% prediction interval is approximately 11.18 to 18.49 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C060472,LOT-006,IC_A,9.267,9.67,0.40300000000000047,0.0167916666666666,0.0,NONE,13.438443155645686,9.782946072300026,17.093940238991348,50.0,36.561556844354314,32.90605976100865,26.876886311291372,34.187880477982695,7.310994166691321,0.0248300187836052,0.0078669642857142,0.0169630544978909,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C060472 has been classified as MEDIUM risk. Early Iddq changed from 9.27 µA at 0h to 9.67 µA at 24h. The early drift rate is 0.0168 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.44 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.56 µA below the limit. The 90% prediction interval is approximately 9.78 to 17.09 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C020099,LOT-002,IC_A,9.977,10.292,0.3149999999999995,0.0131249999999999,0.0,NONE,14.111633502008974,10.456136418663316,17.767130585354636,50.0,35.88836649799103,32.232869414645364,28.22326700401795,35.53426117070927,7.310994166691319,0.0246109137024343,0.0078669642857142,0.01674394941672,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C020099 has been classified as MEDIUM risk. Early Iddq changed from 9.98 µA at 0h to 10.29 µA at 24h. The early drift rate is 0.0131 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.11 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.89 µA below the limit. The 90% prediction interval is approximately 10.46 to 17.77 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030231,LOT-003,IC_A,10.977,10.993,0.016000000000000014,0.0006666666666666,0.0,NONE,15.094528410939104,11.439031327593446,18.750025494284767,50.0,34.905471589060895,31.249974505715233,30.189056821878207,37.500050988569534,7.310994166691321,0.0245090976841613,0.0078669642857142,0.016642133398447,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030231 has been classified as MEDIUM risk. Early Iddq changed from 10.98 µA at 0h to 10.99 µA at 24h. The early drift rate is 0.0007 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 15.09 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 34.91 µA below the limit. The 90% prediction interval is approximately 11.44 to 18.75 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C080466,LOT-008,IC_A,10.627,10.633,0.005999999999998451,0.0002499999999999,0.0,NONE,14.715188278954347,11.05969119560869,18.37068536230001,50.0,35.284811721045656,31.62931463769999,29.430376557908694,36.74137072460002,7.310994166691319,0.0243344540413949,0.0078669642857142,0.0164674897556806,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C080466 has been classified as MEDIUM risk. Early Iddq changed from 10.63 µA at 0h to 10.63 µA at 24h. The early drift rate is 0.0002 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.72 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.28 µA below the limit. The 90% prediction interval is approximately 11.06 to 18.37 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C080063,LOT-008,IC_A,8.585,9.064,0.4789999999999992,0.0199583333333333,0.0,NONE,12.655224772102544,8.999727688756884,16.310721855448204,50.0,37.34477522789746,33.68927814455179,25.31044954420509,32.62144371089641,7.310994166691319,0.0242275284053722,0.0078669642857142,0.016360564119658,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C080063 has been classified as MEDIUM risk. Early Iddq changed from 8.59 µA at 0h to 9.06 µA at 24h. The early drift rate is 0.0200 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.66 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.34 µA below the limit. The 90% prediction interval is approximately 9.00 to 16.31 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010269,LOT-001,IC_A,9.272,9.68,0.4079999999999995,0.0169999999999999,0.0,NONE,13.34140810300546,9.6859110196598,16.99690518635112,50.0,36.65859189699454,33.00309481364888,26.68281620601092,33.99381037270224,7.310994166691321,0.0242226672797944,0.0078669642857142,0.0163557029940801,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010269 has been classified as MEDIUM risk. Early Iddq changed from 9.27 µA at 0h to 9.68 µA at 24h. The early drift rate is 0.0170 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.34 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.66 µA below the limit. The 90% prediction interval is approximately 9.69 to 17.00 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C090353,LOT-009,IC_A,11.097,11.421,0.32399999999999984,0.0134999999999999,0.0,NONE,15.153425917998993,11.497928834653331,18.80892300134465,50.0,34.846574082001005,31.19107699865535,30.306851835997982,37.6178460026893,7.310994166691318,0.0241453923690416,0.0078669642857142,0.0162784280833273,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C090353 has been classified as MEDIUM risk. Early Iddq changed from 11.10 µA at 0h to 11.42 µA at 24h. The early drift rate is 0.0135 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 15.15 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 34.85 µA below the limit. The 90% prediction interval is approximately 11.50 to 18.81 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030418,LOT-003,IC_A,9.903,10.183,0.27999999999999936,0.0116666666666666,0.0,NONE,13.921191752149678,10.265694668804018,17.57668883549534,50.0,36.07880824785032,32.42331116450466,27.842383504299356,35.15337767099068,7.310994166691321,0.0239178080485099,0.0078669642857142,0.0160508437627957,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030418 has been classified as MEDIUM risk. Early Iddq changed from 9.90 µA at 0h to 10.18 µA at 24h. The early drift rate is 0.0117 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.92 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.08 µA below the limit. The 90% prediction interval is approximately 10.27 to 17.58 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C070376,LOT-007,IC_A,8.065,8.76,0.6950000000000003,0.0289583333333333,0.0,NONE,12.025167375813318,8.369670292467658,15.680664459158978,50.0,37.97483262418668,34.319335540841024,24.050334751626636,31.361328918317955,7.310994166691319,0.0235724248560316,0.0078669642857142,0.0157054605703173,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C070376 has been classified as MEDIUM risk. Early Iddq changed from 8.06 µA at 0h to 8.76 µA at 24h. The early drift rate is 0.0290 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.03 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.97 µA below the limit. The 90% prediction interval is approximately 8.37 to 15.68 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010177,LOT-001,IC_A,8.915,8.771,-0.14399999999999835,-0.0059999999999999,0.0,NONE,12.867324762180669,9.211827678835007,16.522821845526327,50.0,37.13267523781933,33.47717815447368,25.734649524361338,33.04564369105265,7.310994166691319,0.0235257426320277,0.0078669642857142,0.0156587783463135,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq decreased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010177 has been classified as MEDIUM risk. Early Iddq changed from 8.91 µA at 0h to 8.77 µA at 24h. The early drift rate is -0.0060 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.87 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.13 µA below the limit. The 90% prediction interval is approximately 9.21 to 16.52 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C100207,LOT-010,IC_A,11.142,11.571,0.42900000000000027,0.017875,0.0,NONE,15.0922528685069,11.43675578516124,18.74774995185256,50.0,34.907747131493096,31.25225004814744,30.1845057370138,37.49549990370512,7.310994166691318,0.0235134099315886,0.0078669642857142,0.0156464456458744,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C100207 has been classified as MEDIUM risk. Early Iddq changed from 11.14 µA at 0h to 11.57 µA at 24h. The early drift rate is 0.0179 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 15.09 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 34.91 µA below the limit. The 90% prediction interval is approximately 11.44 to 18.75 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C040271,LOT-004,IC_A,8.459,8.775,0.3160000000000007,0.0131666666666666,0.0,NONE,12.409081484155104,8.753584400809444,16.064578567500764,50.0,37.5909185158449,33.93542143249924,24.818162968310208,32.12915713500153,7.310994166691319,0.0235123897866375,0.0078669642857142,0.0156454255009232,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C040271 has been classified as MEDIUM risk. Early Iddq changed from 8.46 µA at 0h to 8.78 µA at 24h. The early drift rate is 0.0132 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.41 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.59 µA below the limit. The 90% prediction interval is approximately 8.75 to 16.06 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C090172,LOT-009,IC_A,11.031,11.422,0.391,0.0162916666666666,0.0,NONE,14.97612515491576,11.3206280715701,18.63162223826142,50.0,35.02387484508424,31.36837776173858,29.95225030983152,37.26324447652284,7.310994166691321,0.0234828878268795,0.0078669642857142,0.0156159235411652,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C090172 has been classified as MEDIUM risk. Early Iddq changed from 11.03 µA at 0h to 11.42 µA at 24h. The early drift rate is 0.0163 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.98 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.02 µA below the limit. The 90% prediction interval is approximately 11.32 to 18.63 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C100460,LOT-010,IC_A,11.077,10.993,-0.08399999999999963,-0.0034999999999999,0.0,NONE,15.005749576706524,11.350252493360864,18.661246660052186,50.0,34.99425042329348,31.338753339947814,30.011499153413045,37.32249332010437,7.310994166691321,0.0233854141470626,0.0078669642857142,0.0155184498613483,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq decreased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C100460 has been classified as MEDIUM risk. Early Iddq changed from 11.08 µA at 0h to 10.99 µA at 24h. The early drift rate is -0.0035 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 15.01 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 34.99 µA below the limit. The 90% prediction interval is approximately 11.35 to 18.66 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C060223,LOT-006,IC_A,10.24,10.3,0.0600000000000005,0.0025,0.0,NONE,14.165347431273396,10.509850347927737,17.820844514619058,50.0,35.834652568726604,32.179155485380946,28.33069486254679,35.641689029238115,7.310994166691321,0.0233651632813892,0.0078669642857142,0.0154981989956749,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C060223 has been classified as MEDIUM risk. Early Iddq changed from 10.24 µA at 0h to 10.30 µA at 24h. The early drift rate is 0.0025 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.17 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.83 µA below the limit. The 90% prediction interval is approximately 10.51 to 17.82 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C040438,LOT-004,IC_A,9.205,9.653,0.4480000000000004,0.0186666666666666,0.0,NONE,13.121515529770615,9.466018446424956,16.777012613116277,50.0,36.87848447022938,33.22298738688372,26.243031059541234,33.554025226232554,7.310994166691321,0.0233125924391108,0.0078669642857142,0.0154456281533965,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C040438 has been classified as MEDIUM risk. Early Iddq changed from 9.21 µA at 0h to 9.65 µA at 24h. The early drift rate is 0.0187 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.12 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.88 µA below the limit. The 90% prediction interval is approximately 9.47 to 16.78 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C050003,LOT-005,IC_A,10.195,10.297,0.10200000000000031,0.00425,0.0,NONE,14.10991542461009,10.45441834126443,17.76541250795575,50.0,35.890084575389906,32.23458749204425,28.21983084922018,35.5308250159115,7.310994166691321,0.0233030680036314,0.0078669642857142,0.0154361037179172,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C050003 has been classified as MEDIUM risk. Early Iddq changed from 10.20 µA at 0h to 10.30 µA at 24h. The early drift rate is 0.0043 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.11 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.89 µA below the limit. The 90% prediction interval is approximately 10.45 to 17.77 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C100290,LOT-010,IC_A,11.932,12.525,0.593,0.0247083333333333,0.0,NONE,15.838968471708784,12.183471388363126,19.494465555054447,50.0,34.16103152829122,30.505534444945553,31.677936943417567,38.988931110108894,7.310994166691321,0.0232557647125522,0.0078669642857142,0.015388800426838,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C100290 has been classified as MEDIUM risk. Early Iddq changed from 11.93 µA at 0h to 12.53 µA at 24h. The early drift rate is 0.0247 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 15.84 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 34.16 µA below the limit. The 90% prediction interval is approximately 12.18 to 19.49 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030461,LOT-003,IC_A,9.82,10.185,0.3650000000000002,0.0152083333333333,0.0,NONE,13.688203355093483,10.032706271747823,17.343700438439146,50.0,36.311796644906515,32.65629956156086,27.376406710186966,34.68740087687829,7.310994166691323,0.0230250199707945,0.0078669642857142,0.0151580556850802,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030461 has been classified as MEDIUM risk. Early Iddq changed from 9.82 µA at 0h to 10.19 µA at 24h. The early drift rate is 0.0152 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.69 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.31 µA below the limit. The 90% prediction interval is approximately 10.03 to 17.34 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C060235,LOT-006,IC_A,10.772,11.244,0.47199999999999953,0.0196666666666666,0.0,NONE,14.628630862603348,10.973133779257688,18.28412794594901,50.0,35.371369137396655,31.71587205405099,29.257261725206696,36.56825589189802,7.310994166691321,0.0229561360869246,0.0078669642857142,0.0150891718012104,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C060235 has been classified as MEDIUM risk. Early Iddq changed from 10.77 µA at 0h to 11.24 µA at 24h. The early drift rate is 0.0197 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.63 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.37 µA below the limit. The 90% prediction interval is approximately 10.97 to 18.28 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C090318,LOT-009,IC_A,8.913,8.772,-0.14100000000000001,-0.005875,0.0,NONE,12.768989673245091,9.113492589899431,16.424486756590753,50.0,37.23101032675491,33.57551324340925,25.537979346490182,32.848973513181505,7.310994166691321,0.0229523194836017,0.0078669642857142,0.0150853551978874,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq decreased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C090318 has been classified as MEDIUM risk. Early Iddq changed from 8.91 µA at 0h to 8.77 µA at 24h. The early drift rate is -0.0059 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.77 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.23 µA below the limit. The 90% prediction interval is approximately 9.11 to 16.42 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
